year,d14c,sig_d14c
1865,-5.548504637,1.618348647
1866,-6.763231502,1.154709883
1867,-7.596958737,1.611639687
1868,-5.863515858,1.637286019
1869,-4.491685826,1.620715295
1870,-6.982541081,1.161777206
1871,-6.005866841,1.616022759
1872,-7.837206791,1.62975596
1873,-8.787531259,1.622573109
1874,-8.44414085,1.166257024
1875,-8.064679291,1.621899199
1876,-8.932140728,1.643396239
1877,-8.106341747,1.622749785
1878,-8.84876588,1.136642964
1879,-9.273121546,1.602250307
1880,-5.600005676,1.641979047
1881,-5.558798744,1.627199629
1882,-6.027794635,1.1486557
1883,-8.033352762,1.629658944
1884,-7.882125255,1.635501858
1885,-5.168144681,1.619803754
1886,-7.903294921,1.149366365
1887,-5.570106806,1.630008366
1888,-9.183440376,1.634325321
1889,-4.86780618,1.627178627
1890,-6.767566872,1.155489884
1891,-4.483877852,1.631463455
1892,-6.224104913,1.627573554
1893,-2.39455628,1.625176559
1894,-3.914596472,1.161062957
1895,-5.309146792,1.623689123
1896,-9.471314657,1.625166205
1897,-6.401866425,1.620746115
1898,-7.160419155,1.147723837
1899,-4.893202761,1.620313291
1900,-9.786006584,1.635467855
1901,-5.775813099,1.67557779
1902,-6.104797118,1.160780643
1903,-3.993311447,1.679404886
1904,-9.595143573,1.668057904
1905,-7.490994318,1.674743742
1906,-9.987829999,1.165336216
1907,-8.855322943,1.660502103
1908,-11.21327192,1.703124748
1909,-11.59355097,1.700753593
1910,-11.47236188,1.149739756
1911,-11.61664182,1.656394738
1912,-10.6715552,1.653925977
1913,-12.04737659,1.645905019
1914,-12.10353814,1.160256831
1915,-10.73094536,1.649673964
1916,-12.57171963,1.653188478
1917,-12.86107456,1.645473617
1918,-13.20205248,1.151749064
1919,-14.65028667,1.654457025
1920,-15.39196599,1.65642618
1921,-13.62692685,1.661799296
1922,-15.5556196,1.124450921
1923,-14.50809243,1.645642144
1924,-14.86507841,1.639246336
1925,-15.30838167,1.6521352
1926,-17.72349917,1.130006374
1927,-17.30257585,1.638612218
1928,-20.24321062,1.643979299
1929,-17.92827907,1.636723945
1930,-19.05724581,1.158024682
1931,-17.84358397,1.672526388
1932,-19.30465538,1.643878593
1933,-18.21161263,1.658797545
